날짜,종가,시가,고가,저가,거래량,변동 %,기업명
2024-11-06,41.84335906,42.90769274,43.15148645,41.51458583,18490000.0,-2.32,BYD
2024-11-06,8.72081743516782,9.034469378516459,9.244648515811939,8.607644053547178,26790000.0,-5.43,파나소닉
2024-11-06,288.53,284.67,289.59,275.62,165230000.0,14.75,테슬라
2024-11-06,35.73319217,36.08007579,37.54423114,35.31526009,45240000.0,-1.87,CATL
2024-11-05,251.44,247.34,255.28,246.21,69280000.0,3.54,테슬라
2024-11-05,43.28120821,42.79702169,43.413515,42.29594494,16780000.0,0.17,BYD
2024-11-05,9.406332453825858,9.030343007915567,9.468997361477573,8.964379947229553,22220000.0,6.14,파나소닉
2024-11-05,36.79113826,35.26961026,36.99241347,35.06552001,48480000.0,4.06,CATL
2024-11-05,305.0374760327697,306.4900354424496,309.0320144093893,302.49549706582997,176050.0,-1.41,LG 에너지 솔루션
2024-11-04,242.84,244.56,248.9,238.88,68800000.0,-2.47,테슬라
2024-11-04,310.35990091796594,303.8030016027976,311.08844528631795,297.24610228762936,416700.0,3.27,LG 에너지 솔루션
2024-11-04,43.23966477,41.69307698,43.51292345,41.63814353,21730000.0,5.74,BYD
2024-11-04,35.38277343,34.36861751,35.8194239,34.36861751,24250000.0,2.03,CATL
2024-11-01,40.76586065,41.17167973,41.50869211,40.73637206,14300000.0,-0.98,BYD
2024-11-01,34.57185385,34.61819305,35.08018086,34.42862359,25920000.0,0.09,CATL
2024-11-01,248.98,252.04,254.0,246.63,57550000.0,-0.35,테슬라
2024-11-01,299.2426440717312,293.80186872497245,303.95798270558873,293.43915036852184,252280.0,1.23,LG 에너지 솔루션
2024-11-01,8.7821937508171,8.85083017387894,8.975029415609884,8.707020525558898,27350000.0,8.52,파나소닉
2024-10-31,249.85,257.99,259.75,249.25,66580000.0,-2.99,테슬라
2024-10-31,8.143129645464711,8.176017891205683,8.205617312372558,8.100374926001447,9180000.0,-1.04,파나소닉
2024-10-31,41.19109837,42.4302453,42.56792829,41.16440473,24090000.0,-4.05,BYD
2024-10-31,296.8861559981932,297.2504334902155,303.8074283466173,294.70049104605926,263370.0,-0.97,LG 에너지 솔루션
2024-10-31,34.55843098,34.70032875,35.19345865,34.28025514,25500000.0,-0.83,CATL
2024-10-30,34.8601546,35.13703443,35.46029515,34.36401968,27130000.0,-1.49,CATL
2024-10-30,257.55,258.04,263.35,255.82,53990000.0,-0.76,테슬라
2024-10-30,42.94448349,42.58608573,43.21995784,42.37526353,10840000.0,0.05,BYD
2024-10-30,8.154618343002412,8.131803663385698,8.206766182126328,8.10572974382374,11740000.0,0.0,파나소닉
2024-10-30,298.5626909096186,294.9349546895746,302.91597437367136,293.84663382356143,171070.0,0.61,LG 에너지 솔루션
2024-10-29,295.68260027182555,296.4055406147885,298.21289147219574,289.53760735664093,279790.0,-1.8,LG 에너지 솔루션
2024-10-29,259.52,264.51,264.98,255.51,80520000.0,-1.14,테슬라
2024-10-29,42.83249884,43.3374006,43.51692122,42.60809806,11850000.0,0.1,BYD
2024-10-29,8.157808933811543,8.14476687316596,8.206716661232475,8.118682751874797,5490000.0,0.52,파나소닉
2024-10-29,35.31226771,35.93778488,36.1439531,35.23653245,26990000.0,-1.74,CATL
2024-10-28,301.35519394540154,291.5873785354065,302.0787358276234,291.5873785354065,346240.0,2.33,LG 에너지 솔루션
2024-10-28,8.119128392484342,7.900574112734864,8.158272442588727,7.897312108559499,5900000.0,1.38,파나소닉
2024-10-28,42.81864878,43.36598647,43.36598647,42.34849973,10930000.0,-0.99,BYD
2024-10-28,35.96148988,35.94605215,36.29410279,35.50677857,27600000.0,-1.02,CATL
2024-10-28,262.51,270.0,273.54,262.24,107650000.0,-2.48,테슬라
2024-10-25,269.19,256.01,269.49,255.32,161610000.0,3.34,테슬라
2024-10-25,43.27869773,42.69722889,43.7927499,42.69722889,13980000.0,1.47,BYD
2024-10-25,293.2382290428329,301.88407363377644,301.88407363377644,292.8779855182103,239210.0,0.12,LG 에너지 솔루션
2024-10-25,8.059750492449114,8.14510833880499,8.171372291529874,8.059750492449114,5480000.0,-1.21,파나소닉
2024-10-25,36.36006124,35.44150901,37.21962387,34.59318249,57900000.0,5.17,CATL
2024-10-24,34.57594741,35.08301261,35.32601062,34.41301233,21470000.0,-1.26,CATL
2024-10-24,42.65527994,43.38567857,43.53878136,42.50077254,9690000.0,-1.68,BYD
